Дата	Игра	Просм	URL	Название	Preview
08.04.2017 19:39:30	IRL	8	https://clips.twitch.tv/MotionlessRelatedOtterFailFish	смотрите как я красиво делаю вид что всё нормально	https://clips-media-assets2.twitch.tv/vod-133885549-offset-4432-preview-480x272.jpg
12.03.2017 18:41:28	Dota 2	8	https://clips.twitch.tv/DarlingTrappedScorpionLitty	❤️ Н Е У Д А Ч Н И Ц А ˁ˚ᴥ˚ˀ 	https://clips-media-assets2.twitch.tv/24768555456-offset-3184-preview-480x272.jpg
16.01.2017 17:42:48	Dota 2	8	https://clips.twitch.tv/CoyGleamingKittenEagleEye	10 дней  ˁ˚ᴥ˚ˀ  	https://clips-media-assets2.twitch.tv/24256230080-offset-938-preview-480x272.jpg
12.01.2017 19:32:20	Harry Potter and the Philosopher's Stone	8	https://clips.twitch.tv/HelpfulPrettyInternCclamChamp	14 дней  ˁ˚ᴥ˚ˀ  	https://clips-media-assets2.twitch.tv/24217823312-offset-6578-preview-480x272.jpg
28.11.2016 21:16:38	Counter-Strike: Global Offensive	7	https://clips.twitch.tv/CrunchyDaintyHareImGlitch	болею ○ Сигна за саб	https://clips-media-assets2.twitch.tv/23785703552-offset-6062-preview-480x272.jpg
09.04.2017 22:58:59	osu!	1	https://clips.twitch.tv/PluckyFantasticGiraffeDoritosChip	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-13796-preview-480x272.jpg
09.04.2017 22:58:42	osu!	1	https://clips.twitch.tv/PerfectFunRaccoonOhMyDog	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-13778-preview-480x272.jpg
09.04.2017 22:58:28	osu!	1	https://clips.twitch.tv/FamousHealthyPeafowlPeoplesChamp	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-13764-preview-480x272.jpg
09.04.2017 22:56:55	osu!	1	https://clips.twitch.tv/TameTardyClipsdadPanicBasket	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-13672-preview-480x272.jpg
09.04.2017 22:56:44	osu!	1	https://clips.twitch.tv/FairWealthyPastaKappaPride	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-13660-preview-480x272.jpg
09.04.2017 22:56:24	osu!	1	https://clips.twitch.tv/SleepySlipperyMeerkatDendiFace	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-13640-preview-480x272.jpg
09.04.2017 22:56:15	osu!	1	https://clips.twitch.tv/EnergeticExcitedFlyHeyGirl	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-13630-preview-480x272.jpg
09.04.2017 22:56:11	osu!	1	https://clips.twitch.tv/HonestDeterminedWeaselWoofer	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-13624-preview-480x272.jpg
09.04.2017 22:51:20	Dota 2	1	https://clips.twitch.tv/TalentedColorfulSproutWOOP	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/-761257136-offset-13332-preview-480x272.jpg
09.04.2017 22:50:49	Dota 2	1	https://clips.twitch.tv/DignifiedSaltyClipsdadSaltBae	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-13304-preview-480x272.jpg
09.04.2017 22:47:48	Dota 2	1	https://clips.twitch.tv/CleverFantasticCucumberHeyGuys	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-13124-preview-480x272.jpg
09.04.2017 22:47:42	Dota 2	1	https://clips.twitch.tv/AbstruseBusyAnacondaRitzMitz	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-13118-preview-480x272.jpg
09.04.2017 22:47:36	Dota 2	1	https://clips.twitch.tv/DeterminedGorgeousHorseradishFreakinStinkin	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-13112-preview-480x272.jpg
09.04.2017 22:47:26	Dota 2	1	https://clips.twitch.tv/GorgeousPoliteWrenchDendiFace	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-13102-preview-480x272.jpg
09.04.2017 22:46:06	Dota 2	1	https://clips.twitch.tv/BoringUninterestedWerewolfShazBotstix	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-13022-preview-480x272.jpg
09.04.2017 22:44:57	Dota 2	1	https://clips.twitch.tv/SilkyBoredGrasshopperBCWarrior	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12954-preview-480x272.jpg
09.04.2017 22:44:47	Dota 2	1	https://clips.twitch.tv/StrongTemperedPancakePraiseIt	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12944-preview-480x272.jpg
09.04.2017 22:44:27	Dota 2	1	https://clips.twitch.tv/RudeInnocentBacon4Head	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/-761257136-offset-12912-preview-480x272.jpg
09.04.2017 22:43:50	Dota 2	1	https://clips.twitch.tv/DiligentWimpyAntJKanStyle	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12886-preview-480x272.jpg
09.04.2017 22:43:41	Dota 2	1	https://clips.twitch.tv/ProtectiveTangibleButterflyDogFace	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12876-preview-480x272.jpg
09.04.2017 22:43:19	Dota 2	1	https://clips.twitch.tv/OnerousAntediluvianAsparagusThunBeast	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12854-preview-480x272.jpg
09.04.2017 22:42:47	Dota 2	1	https://clips.twitch.tv/CorrectGeniusKimchiVoteNay	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12822-preview-480x272.jpg
09.04.2017 22:42:25	Dota 2	1	https://clips.twitch.tv/DoubtfulSnappyWebMVGame	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12800-preview-480x272.jpg
09.04.2017 22:41:28	Dota 2	1	https://clips.twitch.tv/EphemeralDependableCrabPunchTrees	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12744-preview-480x272.jpg
09.04.2017 22:41:03	Dota 2	1	https://clips.twitch.tv/ThoughtfulEnergeticPizzaKeepo	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12718-preview-480x272.jpg
09.04.2017 22:40:42	Dota 2	1	https://clips.twitch.tv/AssiduousCogentLionFUNgineer	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12698-preview-480x272.jpg
09.04.2017 22:40:34	Dota 2	1	https://clips.twitch.tv/ObliviousRudeEchidnaKeepo	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12690-preview-480x272.jpg
09.04.2017 22:40:32	Dota 2	1	https://clips.twitch.tv/ZealousFaithfulJaguarWoofer	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12690-preview-480x272.jpg
09.04.2017 22:38:19	Dota 2	1	https://clips.twitch.tv/GenerousWrongCormorantShazBotstix	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12554-preview-480x272.jpg
09.04.2017 22:37:48	Dota 2	1	https://clips.twitch.tv/CloudySquareReubenShadyLulu	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12524-preview-480x272.jpg
09.04.2017 22:36:56	Dota 2	1	https://clips.twitch.tv/RamshackleApatheticChickpeaChocolateRain	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12472-preview-480x272.jpg
09.04.2017 22:36:17	Dota 2	1	https://clips.twitch.tv/RespectfulCoyKoalaAMPEnergy	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12432-preview-480x272.jpg
09.04.2017 22:35:51	Dota 2	1	https://clips.twitch.tv/QuaintNastyCheesecakeVoteYea	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12406-preview-480x272.jpg
09.04.2017 22:35:34	Dota 2	1	https://clips.twitch.tv/AmorphousPeacefulSharkCharlieBitMe	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12390-preview-480x272.jpg
09.04.2017 22:35:33	Dota 2	1	https://clips.twitch.tv/RoughSlickTofuDerp	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12384-preview-480x272.jpg
09.04.2017 22:35:31	Dota 2	1	https://clips.twitch.tv/SoftDarkCroissantNomNom	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12386-preview-480x272.jpg
09.04.2017 22:34:40	Dota 2	1	https://clips.twitch.tv/PuzzledIcyTireSpicyBoy	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12336-preview-480x272.jpg
09.04.2017 22:34:05	Dota 2	1	https://clips.twitch.tv/DependableCredulousInternDatBoi	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12300-preview-480x272.jpg
09.04.2017 22:34:01	Dota 2	1	https://clips.twitch.tv/GenerousSuperCardMcaT	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/-761257136-offset-12292-preview-480x272.jpg
09.04.2017 22:33:58	Dota 2	1	https://clips.twitch.tv/ResoluteAdorableWatermelonRaccAttack	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12294-preview-480x272.jpg
09.04.2017 22:33:52	Dota 2	1	https://clips.twitch.tv/TrappedBlitheWitchFloof	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12288-preview-480x272.jpg
09.04.2017 22:33:21	Dota 2	1	https://clips.twitch.tv/BraveCalmClamChocolateRain	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12256-preview-480x272.jpg
09.04.2017 22:31:41	Dota 2	1	https://clips.twitch.tv/FrigidYawningUdonStoneLightning	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12158-preview-480x272.jpg
09.04.2017 22:31:34	Dota 2	1	https://clips.twitch.tv/DiligentDarkAsparagusMingLee	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12150-preview-480x272.jpg
09.04.2017 22:30:25	Dota 2	1	https://clips.twitch.tv/AlluringHungryDumplingsKappaWealth	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12080-preview-480x272.jpg
09.04.2017 22:30:04	Dota 2	1	https://clips.twitch.tv/AverageWealthyWheelArsonNoSexy	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12058-preview-480x272.jpg
09.04.2017 22:29:57	Dota 2	1	https://clips.twitch.tv/TiredArtsyPoxRitzMitz	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12050-preview-480x272.jpg
09.04.2017 22:29:48	Dota 2	1	https://clips.twitch.tv/DarlingSourHorsePartyTime	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-12044-preview-480x272.jpg
09.04.2017 22:29:21	Dota 2	1	https://clips.twitch.tv/SmellyZanyJuicePoooound	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-11890-preview-480x272.jpg
09.04.2017 22:27:22	Dota 2	1	https://clips.twitch.tv/PoliteHeartlessClipzKappaPride	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-11898-preview-480x272.jpg
09.04.2017 22:27:14	Dota 2	1	https://clips.twitch.tv/ProtectiveAnimatedBaboonBCWarrior	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-11890-preview-480x272.jpg
09.04.2017 22:27:08	Dota 2	1	https://clips.twitch.tv/PlacidIcyMinkResidentSleeper	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-11884-preview-480x272.jpg
09.04.2017 22:26:05	Dota 2	1	https://clips.twitch.tv/UnsightlyCoweringCoffeeLitty	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-11820-preview-480x272.jpg
09.04.2017 22:25:23	Dota 2	1	https://clips.twitch.tv/CloudyStylishDragonflyWTRuck	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-11780-preview-480x272.jpg
09.04.2017 22:24:54	Dota 2	1	https://clips.twitch.tv/PlausibleMoistWormRlyTho	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-11750-preview-480x272.jpg
09.04.2017 22:24:18	Dota 2	1	https://clips.twitch.tv/ToughGiantSkunkNinjaGrumpy	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-11714-preview-480x272.jpg
09.04.2017 22:23:56	Dota 2	1	https://clips.twitch.tv/EncouragingPluckyCrabAliens	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-11692-preview-480x272.jpg
09.04.2017 22:23:43	Dota 2	1	https://clips.twitch.tv/OutstandingBombasticGazelleTBTacoRight	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-11678-preview-480x272.jpg
09.04.2017 22:22:56	Dota 2	1	https://clips.twitch.tv/RefinedCarelessBubbleteaHumbleLife	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-11624-preview-480x272.jpg
09.04.2017 22:21:32	Dota 2	1	https://clips.twitch.tv/AcceptableLachrymoseYamBigBrother	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-11548-preview-480x272.jpg
09.04.2017 22:20:27	Dota 2	1	https://clips.twitch.tv/AmusedZealousDinosaurDuDudu	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-11482-preview-480x272.jpg
09.04.2017 22:20:20	Dota 2	1	https://clips.twitch.tv/DarkBillowingDonkeyTBCheesePull	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-11476-preview-480x272.jpg
09.04.2017 22:19:53	Dota 2	1	https://clips.twitch.tv/CoyHonorableWaffleSmoocherZ	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-11450-preview-480x272.jpg
09.04.2017 22:18:10	Dota 2	1	https://clips.twitch.tv/EmpathicQuaintGrasshopperLitFam	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-11346-preview-480x272.jpg
09.04.2017 22:16:55	Dota 2	1	https://clips.twitch.tv/CarefulThirstyWrenPeanutButterJellyTime	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-11272-preview-480x272.jpg
09.04.2017 22:15:32	Dota 2	1	https://clips.twitch.tv/DepressedIcyShingleBatChest	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-11188-preview-480x272.jpg
09.04.2017 22:13:41	Dota 2	1	https://clips.twitch.tv/TameEnthusiasticSparrowPanicVis	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-11078-preview-480x272.jpg
09.04.2017 22:13:11	Dota 2	1	https://clips.twitch.tv/ExcitedRudeOrcaBatChest	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-11046-preview-480x272.jpg
09.04.2017 22:11:50	Dota 2	1	https://clips.twitch.tv/SecretiveBrightFishJebaited	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-10966-preview-480x272.jpg
09.04.2017 22:11:35	Dota 2	1	https://clips.twitch.tv/DrabRamshackleBottleMVGame	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-10952-preview-480x272.jpg
09.04.2017 22:11:30	Dota 2	1	https://clips.twitch.tv/InquisitiveSneakyButterflyBrainSlug	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-10946-preview-480x272.jpg
09.04.2017 22:11:28	Dota 2	1	https://clips.twitch.tv/SparklyUninterestedWasabiFutureMan	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-10944-preview-480x272.jpg
09.04.2017 22:09:43	Dota 2	1	https://clips.twitch.tv/FastEnthusiasticPheasantOneHand	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-10840-preview-480x272.jpg
09.04.2017 22:09:25	Dota 2	1	https://clips.twitch.tv/ObservantPerfectIguanaKeepo	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-10822-preview-480x272.jpg
09.04.2017 22:09:14	Dota 2	1	https://clips.twitch.tv/UninterestedFrailCaterpillarFrankerZ	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-10810-preview-480x272.jpg
09.04.2017 22:09:04	Dota 2	1	https://clips.twitch.tv/FantasticNiceChipmunkLeeroyJenkins	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-10800-preview-480x272.jpg
09.04.2017 22:08:14	Dota 2	1	https://clips.twitch.tv/HappyOriginalTriangleYouDontSay	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-10752-preview-480x272.jpg
09.04.2017 22:07:32	Dota 2	1	https://clips.twitch.tv/RoundGracefulGooseLeeroyJenkins	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-10708-preview-480x272.jpg
09.04.2017 22:06:38	Dota 2	1	https://clips.twitch.tv/SpinelessShakingBaboonFUNgineer	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/-761257136-offset-10644-preview-480x272.jpg
09.04.2017 22:06:37	Creative	1	https://clips.twitch.tv/BreakableTenderTigerNinjaGrumpy	❤️ КУКЕНГ	https://clips-media-assets2.twitch.tv/vod-127684313-offset-0-preview-480x272.jpg
09.04.2017 22:06:33	Dota 2	1	https://clips.twitch.tv/WanderingRamshacklePlumberTwitchRaid	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-10648-preview-480x272.jpg
09.04.2017 22:06:23	Dota 2	1	https://clips.twitch.tv/GrotesqueSleepyChimpanzeeRiPepperonis	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-10638-preview-480x272.jpg
09.04.2017 22:04:38	Dota 2	1	https://clips.twitch.tv/AmazingNiceReubenTF2John	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/-761257136-offset-10528-preview-480x272.jpg
09.04.2017 22:03:54	Dota 2	1	https://clips.twitch.tv/SoftGiftedStingrayKeepo	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-10490-preview-480x272.jpg
09.04.2017 22:03:43	Dota 2	1	https://clips.twitch.tv/ExquisiteVibrantPartridgeOMGScoots	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-10480-preview-480x272.jpg
09.04.2017 22:03:38	Dota 2	1	https://clips.twitch.tv/AmorphousGloriousPistachioYee	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-10474-preview-480x272.jpg
09.04.2017 22:02:42	Dota 2	1	https://clips.twitch.tv/AmericanEncouragingIguanaSwiftRage	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-10414-preview-480x272.jpg
09.04.2017 22:02:24	Dota 2	1	https://clips.twitch.tv/LivelyNurturingPeachVoteNay	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-10400-preview-480x272.jpg
09.04.2017 22:00:10	Dota 2	1	https://clips.twitch.tv/CautiousDependableOrcaPastaThat	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-10266-preview-480x272.jpg
09.04.2017 22:00:04	Dota 2	1	https://clips.twitch.tv/BlushingRealBunnyEagleEye	DRAW MY LIFE  🅴🆅🅰 🆂🅴🆇🆈 🆂🆃🆁🅸🅼🅴🆁.	https://clips-media-assets2.twitch.tv/25008546640-offset-10260-preview-480x272.jpg
